CarID,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification
1539,All-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission
1540,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission
1541,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission
1542,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission
1543,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission
1544,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,33,Automatic transmission
1545,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission
1546,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1547,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1548,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission
1549,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1550,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1551,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1552,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1553,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission
1554,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,4,4 Speed Automatic,26,Gasoline,33,Automatic transmission
1555,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission
1556,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission
1557,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission
1558,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission
1559,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission
1560,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission
1561,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission
1562,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission
1563,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission
1564,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1565,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission
1566,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1567,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,16,Automatic transmission
1568,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1569,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission
1570,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission
1571,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission
1572,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission
1573,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission
1574,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission
1575,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission
1576,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission
1577,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission
1578,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission
1579,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1580,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1581,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1582,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1583,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1584,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1585,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1586,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1587,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission
1588,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission
1589,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission
1590,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1591,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1592,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1593,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1594,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission
1595,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission
1596,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission
1597,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission
1598,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission
1599,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission
1600,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission
1601,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,22,Automatic transmission
1602,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission
1603,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission
1604,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission
1605,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission
1606,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission
1607,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission
1608,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission
1609,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission
1610,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission
1611,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission
1612,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission
1613,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission
1614,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission
1615,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1616,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission
1617,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1618,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission
1619,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1620,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission
1621,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission
1622,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1623,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission
1624,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission
1625,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1626,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1627,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission
1628,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission
1629,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1630,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1631,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1632,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission
1633,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission
1634,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission
1635,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
1636,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission
1637,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission
1638,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission
1639,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission
1640,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,27,Manual transmission
1641,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission
1642,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission
1643,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission
1644,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission
1645,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1646,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1647,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission
1648,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission
1649,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission
1650,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission
1651,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1652,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,18,Diesel fuel,25,Automatic transmission
1653,All-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 503 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission
1654,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission
1655,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission
1656,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission
1657,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1658,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,18,Diesel fuel,25,Automatic transmission
1659,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1660,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission
1661,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission
1662,Front-wheel drive,Nissan 2.5L 4 cylinder 200 hp 180 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission
1663,Front-wheel drive,Nissan 2.0L 4 cylinder 140 hp 147 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,31,Manual transmission
1664,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission
1665,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission
1666,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission
1667,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1668,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission
1669,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1670,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission
1671,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1672,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1673,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1674,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission
1675,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1676,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission
1677,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission
1678,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission
1679,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission
1680,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,28,Manual transmission
1681,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1682,Front-wheel drive,Nissan 1.6L 4 Cylinder 109 hp 107 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,36,Manual transmission
1683,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission
1684,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,19,Automatic transmission
1685,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission
1686,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission
1687,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 300 hp 265 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission
1688,Rear-wheel drive,Mercedes-AMG 5.4L 8 Cylinders 355 hp 376 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission
1689,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission
1690,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 300 hp 265 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission
1691,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic,19,Gasoline,26,Automatic transmission
1692,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
1693,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1694,Front-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission
1695,Front-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission
1696,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
1697,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
1698,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission
1699,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,23,Manual transmission
1700,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission
1701,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission
1702,All-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission
1703,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission
1704,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission
1705,All-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission
