CarID,Identification.Classification,Identification.ID,Identification.Make
1200,Automatic transmission,2010 Toyota RAV4 V6 4WD,Toyota
1201,Automatic transmission,2010 Toyota RAV4 Sport,Toyota
1202,Automatic transmission,2010 Toyota RAV4 Sport 4WD,Toyota
1203,Automatic transmission,2010 Toyota RAV4 Sport V6,Toyota
1204,Automatic transmission,2010 Toyota RAV4 Sport V6 4WD,Toyota
1205,Automatic transmission,2010 Toyota RAV4 Limited,Toyota
1206,Automatic transmission,2010 Toyota RAV4 Limited 4WD,Toyota
1207,Automatic transmission,2010 Toyota RAV4 Limited V6,Toyota
1208,Automatic transmission,2010 Toyota RAV4 Limited V6 4WD,Toyota
1209,Automatic transmission,2012 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi
1210,Automatic transmission,2012 Mitsubishi Eclipse Spyder SE,Mitsubishi
1211,Automatic transmission,2012 Mitsubishi Eclipse Spyder GT,Mitsubishi
1212,Manual transmission,2011 Chevrolet Corvette Coupe 1LT,Chevrolet
1213,Automatic transmission,2011 Chevrolet Corvette Coupe 1LT AT,Chevrolet
1214,Manual transmission,2011 Chevrolet Corvette Coupe 2LT,Chevrolet
1215,Automatic transmission,2011 Chevrolet Corvette Coupe 2LT AT,Chevrolet
1216,Manual transmission,2011 Chevrolet Corvette Coupe 3LT,Chevrolet
1217,Automatic transmission,2011 Chevrolet Corvette Coupe 3LT AT,Chevrolet
1218,Manual transmission,2011 Chevrolet Corvette Coupe 4LT,Chevrolet
1219,Automatic transmission,2011 Chevrolet Corvette Coupe 4LT AT,Chevrolet
1220,Automatic transmission,2011 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi
1221,Automatic transmission,2011 Mitsubishi Eclipse Spyder GT,Mitsubishi
1222,Automatic transmission,2010 Mitsubishi Eclipse Spyder GT,Mitsubishi
1223,Automatic transmission,2010 Mitsubishi Eclipse Spyder GS,Mitsubishi
1224,Automatic transmission,2011 Mitsubishi Endeavor LS,Mitsubishi
1225,Automatic transmission,2011 Mitsubishi Endeavor SE,Mitsubishi
1226,Automatic transmission,2011 Mitsubishi Endeavor SE AWD,Mitsubishi
1227,Automatic transmission,2010 Mitsubishi Endeavor LS,Mitsubishi
1228,Automatic transmission,2010 Mitsubishi Endeavor SE,Mitsubishi
1229,Automatic transmission,2010 Mitsubishi Endeavor SE AWD,Mitsubishi
1230,Automatic transmission,2011 Mitsubishi Galant SE,Mitsubishi
1231,Automatic transmission,2011 Mitsubishi Galant ES,Mitsubishi
1232,Automatic transmission,2010 Mitsubishi Galant ES,Mitsubishi
1233,Automatic transmission,2010 Mitsubishi Galant SE,Mitsubishi
1234,Manual transmission,2011 Cadillac CTS-V Sedan,Cadillac
1235,Automatic transmission,2011 Cadillac CTS-V Sedan AT,Cadillac
1236,Manual transmission,2011 Mitsubishi Lancer ES,Mitsubishi
1237,Manual transmission,2011 Mitsubishi Lancer DE,Mitsubishi
1238,Manual transmission,2011 Mitsubishi Lancer GTS,Mitsubishi
1239,Manual transmission,2010 Mitsubishi Lancer DE,Mitsubishi
1240,Manual transmission,2010 Mitsubishi Lancer GTS,Mitsubishi
1241,Manual transmission,2010 Mitsubishi Lancer ES,Mitsubishi
1242,Automatic transmission,2011 Hyundai Veracruz Limited AWD,Hyundai
1243,Manual transmission,2010 Cadillac CTS-V Sedan,Cadillac
1244,Automatic transmission,2010 Cadillac CTS-V Sedan AT,Cadillac
1245,Automatic transmission,2011 Cadillac CTS-V Coupe AT,Cadillac
1246,Manual transmission,2011 Cadillac CTS-V Coupe,Cadillac
1247,Manual transmission,2011 Cadillac CTS-V Wagon,Cadillac
1248,Automatic transmission,2011 Cadillac CTS-V Wagon AT,Cadillac
1249,Manual transmission,2011 Cadillac CTS Sport Sedan,Cadillac
1250,Automatic transmission,2011 Cadillac CTS Sport Sedan AT,Cadillac
1251,Automatic transmission,2011 Cadillac CTS Sport Sedan AWD,Cadillac
1252,Manual transmission,2011 Cadillac CTS Sport Sedan Luxury,Cadillac
1253,Automatic transmission,2011 Cadillac CTS Sport Sedan Luxury AT,Cadillac
1254,Automatic transmission,2011 Cadillac CTS Sport Sedan Performance,Cadillac
1255,Automatic transmission,2011 Cadillac CTS Sport Sedan Performance AWD,Cadillac
1256,Manual transmission,2011 Cadillac CTS Sport Sedan 3.6L Performance,Cadillac
1257,Automatic transmission,2011 Cadillac CTS Sport Sedan 3.6L Performance AT,Cadillac
1258,Automatic transmission,2010 Cadillac CTS Sport Sedan Luxury AT,Cadillac
1259,Manual transmission,2011 Cadillac CTS Sport Sedan Premium,Cadillac
1260,Automatic transmission,2011 Cadillac CTS Sport Sedan Premium AT,Cadillac
1261,Automatic transmission,2011 Cadillac CTS Sport Sedan Premium AWD,Cadillac
1262,Manual transmission,2011 Cadillac CTS Sport Sedan,Cadillac
1263,Automatic transmission,2011 Toyota Sequoia SR5,Toyota
1264,Automatic transmission,2011 Toyota Sequoia SR5 4x4,Toyota
1265,Automatic transmission,2011 Toyota Sequoia SR5 5.7L 4x4,Toyota
1266,Automatic transmission,2011 Toyota Sequoia SR5 FFV,Toyota
1267,Automatic transmission,2011 Toyota Sequoia Limited,Toyota
1268,Automatic transmission,2011 Toyota Sequoia Limited 4x4,Toyota
1269,Automatic transmission,2011 Toyota Sequoia Limited FFV,Toyota
1270,Automatic transmission,2011 Toyota Sequoia Platinum,Toyota
1271,Automatic transmission,2011 Toyota Sequoia Platinum 4x4,Toyota
1272,Automatic transmission,2011 Toyota Sequoia Platinum FFV,Toyota
1273,Manual transmission,2010 BMW 328i Convertible,BMW Motorrad
1274,Automatic transmission,2010 BMW 335i Convertible AT,BMW
1275,Manual transmission,2010 BMW 335i Convertible,BMW
1276,Automatic transmission,2010 BMW 328i Convertible AT,BMW Motorrad
1277,Automatic transmission,2009 Infiniti EX35,Infiniti
1278,Automatic transmission,2009 Infiniti EX35 AWD,Infiniti
1279,Automatic transmission,2009 Infiniti EX35 Journey,Infiniti
1280,Automatic transmission,2009 Infiniti EX35 Journey AWD,Infiniti
1281,Automatic transmission,2011 Mercedes-Benz E550 Cabriolet,Mercedes
1282,Automatic transmission,2011 Mercedes-Benz E350 Cabriolet,Mercedes
1283,Manual transmission,2011 BMW 328i Convertible,BMW Motorrad
1284,Automatic transmission,2011 BMW 335i Convertible AT,BMW
1285,Automatic transmission,2011 BMW 328i Convertible AT,BMW Motorrad
1286,Manual transmission,2011 BMW 335is Convertible,BMW
1287,Manual transmission,2011 BMW 335i Convertible,BMW
1288,Automatic transmission,2010 Infiniti EX35,Infiniti
1289,Automatic transmission,2010 Infiniti EX35 AWD,Infiniti
1290,Automatic transmission,2010 Infiniti EX35 Journey,Infiniti
1291,Automatic transmission,2010 Infiniti EX35 Journey AWD,Infiniti
1292,Automatic transmission,2010 Mercedes-Benz E550 Coupe,Mercedes
1293,Automatic transmission,2010 Mercedes-Benz E350 Coupe,Mercedes
1294,Automatic transmission,2011 Mercedes-Benz E350 Coupe,Mercedes
1295,Automatic transmission,2011 Mercedes-Benz E550 Coupe,Mercedes
1296,Manual transmission,2010 Chevrolet Corvette Coupe 1LT,Chevrolet
1297,Automatic transmission,2010 Chevrolet Corvette Coupe 1LT AT,Chevrolet
1298,Manual transmission,2010 Chevrolet Corvette Coupe 2LT,Chevrolet
1299,Automatic transmission,2010 Chevrolet Corvette Coupe 2LT AT,Chevrolet
1300,Manual transmission,2010 Chevrolet Corvette Coupe 3LT,Chevrolet
1301,Automatic transmission,2010 Chevrolet Corvette Coupe 3LT AT,Chevrolet
1302,Manual transmission,2010 Chevrolet Corvette Coupe 4LT,Chevrolet
1303,Automatic transmission,2010 Chevrolet Corvette Coupe 4LT AT,Chevrolet
1304,Automatic transmission,2010 Mercedes-Benz E350 4Matic Sedan,Mercedes
1305,Automatic transmission,2010 Mercedes-Benz E550 4Matic Sedan,Mercedes
1306,Automatic transmission,2010 Mercedes-Benz E550 Sedan,Mercedes
1307,Automatic transmission,2010 Mercedes-Benz E350 Sedan,Mercedes
1308,Automatic transmission,2010 Mercedes-Benz E63 AMG,AMG
1309,Manual transmission,2010 BMW 328i Coup,BMW Motorrad
1310,Automatic transmission,2010 BMW 335i xDrive Coup AT,BMW
1311,Manual transmission,2010 BMW 328i xDrive Coup,BMW Motorrad
1312,Automatic transmission,2010 BMW 335i Coup AT,BMW
1313,Manual transmission,2010 BMW 335i Coup,BMW
1314,Automatic transmission,2010 BMW 328i Coup AT,BMW Motorrad
1315,Automatic transmission,2010 BMW 328i xDrive Coup AT,BMW Motorrad
1316,Manual transmission,2010 BMW 335i xDrive Coup,BMW
1317,Manual transmission,2012 Chevrolet Corvette ZR1 1ZR,Chevrolet
1318,Manual transmission,2012 Chevrolet Corvette ZR1 3ZR,Chevrolet
1319,Manual transmission,2011 Chevrolet Corvette ZR1 1ZR,Chevrolet
1320,Manual transmission,2011 Chevrolet Corvette ZR1 3ZR,Chevrolet
1321,Manual transmission,2010 Chevrolet Corvette ZR1 1ZR,Chevrolet
1322,Manual transmission,2010 Chevrolet Corvette ZR1 3ZR,Chevrolet
1323,Manual transmission,2011 Nissan Sentra SE-R Spec V,Nissan
1324,Manual transmission,2011 Nissan Sentra 2.0,Nissan
1325,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet
1326,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet
1327,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet
1328,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet
1329,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet
1330,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet
1331,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet
1332,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet
1333,Automatic transmission,2011 BMW 335i xDrive Coup AT,BMW
1334,Automatic transmission,2011 BMW 328i Coup AT,BMW Motorrad
1335,Manual transmission,2011 BMW 328i xDrive Coup,BMW Motorrad
1336,Automatic transmission,2011 BMW 335i Coup AT,BMW
1337,Manual transmission,2011 BMW 328i Coup,BMW Motorrad
1338,Automatic transmission,2011 BMW 328i xDrive Coup AT,BMW Motorrad
1339,Manual transmission,2011 BMW 335is Coup,BMW
1340,Manual transmission,2011 BMW 335i xDrive Coup,BMW
1341,Manual transmission,2011 BMW 335i Coup,BMW
1342,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet
1343,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet
1344,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet
1345,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet
1346,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet
1347,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet
1348,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet
1349,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet
1350,Automatic transmission,2011 Mercedes-Benz E550 Sedan,Mercedes
1351,Automatic transmission,2011 Mercedes-Benz E550 4Matic Sedan,Mercedes
1352,Automatic transmission,2011 Mercedes-Benz E350 Sedan,Mercedes
1353,Automatic transmission,2011 Mercedes-Benz E63 AMG,AMG
1354,Automatic transmission,2011 Mercedes-Benz E350 BlueTEC Sedan,Mercedes
1355,Automatic transmission,2011 Mercedes-Benz E350 4Matic Sedan,Mercedes
1356,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet
1357,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet
1358,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet
1359,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet
1360,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet
1361,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet
1362,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet
1363,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet
1364,Automatic transmission,2011 Mercedes-Benz E350 4Matic Wagon,Mercedes
1365,Automatic transmission,2010 Mercedes-Benz G550,Mercedes
1366,Automatic transmission,2010 Mercedes-Benz G55 AMG,Mercedes-AMG
1367,Automatic transmission,2011 Mercedes-Benz G550,Mercedes
1368,Automatic transmission,2011 Mercedes-Benz G55 4Matic AMG,Mercedes-AMG
1369,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet
1370,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet
1371,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet
1372,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet
1373,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet
1374,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 3LT AT,Chevrolet
1375,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet
1376,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet
1377,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet
1378,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet
1379,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet
1380,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet
1381,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet
1382,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,Chevrolet
1383,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet
1384,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet
1385,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet
1386,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet
1387,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet
1388,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet
1389,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet
1390,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet
1391,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet
1392,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet
1393,Manual transmission,2010 Cadillac CTS Sport Sedan,Cadillac
1394,Automatic transmission,2010 Cadillac CTS Sport Sedan AWD,Cadillac
1395,Automatic transmission,2011 Cadillac Escalade ESV,Cadillac
1396,Manual transmission,2010 Cadillac CTS Sport Sedan Luxury,Cadillac
1397,Automatic transmission,2010 Cadillac CTS Sport Sedan Luxury AWD,Cadillac
1398,Automatic transmission,2010 Cadillac CTS Sport Sedan Performance,Cadillac
1399,Automatic transmission,2010 Cadillac CTS Sport Sedan Performance AWD,Cadillac
1400,Manual transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance MT,Cadillac
1401,Automatic transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,Cadillac
1402,Manual transmission,2010 Cadillac CTS Sport Sedan Premium MT,Cadillac
1403,Automatic transmission,2010 Cadillac CTS Sport Sedan Premium AWD,Cadillac
1404,Automatic transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance,Cadillac
1405,Automatic transmission,2010 Cadillac CTS Sport Sedan Premium,Cadillac
1406,Manual transmission,2011 Mitsubishi Lancer Evolution GSR,Mitsubishi
1407,Manual transmission,2010 Mitsubishi Lancer Evolution GSR,Mitsubishi
1408,Manual transmission,2011 Mitsubishi Lancer Sportback ES,Mitsubishi
1409,Manual transmission,2011 Mitsubishi Lancer Sportback GTS,Mitsubishi
1410,Manual transmission,2010 Mitsubishi Lancer Sportback GTS,Mitsubishi
1411,Automatic transmission,2011 Mitsubishi Outlander XLS,Mitsubishi
1412,Automatic transmission,2010 Mitsubishi Outlander GT,Mitsubishi
1413,Automatic transmission,2010 Mitsubishi Outlander XLS,Mitsubishi
1414,Automatic transmission,2010 Mitsubishi Outlander XLS AWD,Mitsubishi
1415,Automatic transmission,2011 Cadillac CTS Coupe,Cadillac
1416,Automatic transmission,2011 Cadillac CTS Coupe AWD,Cadillac
1417,Manual transmission,2011 Cadillac CTS Coupe Performance MT,Cadillac
1418,Automatic transmission,2011 Cadillac CTS Coupe Performance,Cadillac
1419,Automatic transmission,2011 Cadillac CTS Coupe Performance AWD,Cadillac
1420,Manual transmission,2011 Cadillac CTS Coupe Premium MT,Cadillac
1421,Automatic transmission,2011 Cadillac CTS Coupe Premium,Cadillac
1422,Automatic transmission,2011 Cadillac CTS Coupe Premium AWD,Cadillac
1423,Automatic transmission,2010 Toyota Sequoia SR5,Toyota
1424,Automatic transmission,2010 Toyota Sequoia SR5 5.7L,Toyota
1425,Automatic transmission,2010 Toyota Sequoia SR5 4x4,Toyota
1426,Automatic transmission,2010 Toyota Sequoia SR5 5.7L 4x4,Toyota
1427,Automatic transmission,2010 Toyota Sequoia SR5 FFV,Toyota
1428,Automatic transmission,2010 Toyota Sequoia Limited,Toyota
1429,Automatic transmission,2010 Toyota Sequoia Limited 4x4,Toyota
1430,Automatic transmission,2010 Toyota Sequoia Limited FFV,Toyota
1431,Automatic transmission,2010 Toyota Sequoia Platinum,Toyota
1432,Automatic transmission,2010 Toyota Sequoia Platinum 4x4,Toyota
1433,Automatic transmission,2010 Toyota Sequoia Platinum FFV,Toyota
1434,Manual transmission,2011 Mitsubishi Outlander Sport ES,Mitsubishi
1435,Automatic transmission,2011 Cadillac DTS,Cadillac
1436,Automatic transmission,2011 Cadillac DTS Luxury,Cadillac
1437,Automatic transmission,2011 Cadillac DTS Premium,Cadillac
1438,Automatic transmission,2011 Cadillac DTS Platinum,Cadillac
1439,Automatic transmission,2011 Infiniti EX35,Infiniti
1440,Automatic transmission,2011 Infiniti EX35 AWD,Infiniti
1441,Automatic transmission,2011 Infiniti EX35 Journey,Infiniti
1442,Automatic transmission,2011 Infiniti EX35 Journey AWD,Infiniti
1443,Automatic transmission,2010 BMW 335i Sedan AT,BMW
1444,Automatic transmission,2010 BMW 335i xDrive Sedan AT,BMW
1445,Manual transmission,2010 BMW 328i Sedan,BMW Motorrad
1446,Automatic transmission,2010 BMW 335d Sedan,BMW
1447,Automatic transmission,2010 BMW 328i xDrive Sedan AT,BMW Motorrad
1448,Manual transmission,2010 BMW 335i xDrive Sedan,BMW
1449,Manual transmission,2010 BMW 328i xDrive Sedan,BMW Motorrad
1450,Automatic transmission,2010 BMW 328i Sedan AT,BMW Motorrad
1451,Manual transmission,2010 BMW 335i Sedan,BMW
1452,Automatic transmission,2010 Mercedes-Benz GL350 BlueTEC 4Matic,Mercedes
1453,Automatic transmission,2010 Mercedes-Benz GL450 4Matic,Mercedes-Benz
1454,Automatic transmission,2010 Mercedes-Benz GL550 4Matic,Mercedes
1455,Manual transmission,2010 Nissan Sentra 2.0,Nissan
1456,Manual transmission,2010 Nissan Sentra SE-R Spec V,Nissan
1457,Automatic transmission,2011 Mercedes-Benz GL550 4Matic,Mercedes
1458,Automatic transmission,2011 Mercedes-Benz GL450 4Matic,Mercedes-Benz
1459,Automatic transmission,2011 Mercedes-Benz GL350 BlueTEC 4Matic,Mercedes
1460,Manual transmission,2011 Nissan Versa Hatchback 1.8 S,Nissan
1461,Automatic transmission,2011 Nissan Versa Hatchback 1.8 S AT,Nissan
1462,Automatic transmission,2010 Nissan Versa Hatchback 1.8 S AT,Nissan
